LAST UPDATED,FREQUENCY,PERIOD BEGIN,PERIOD END,REGION TYPE,REGION NAME,HOMES SOLD,HOMES SOLD YOY ,MEDIAN SALE PRICE ,MEDIAN SALE PRICE YOY ,MEDIAN DAYS ON MARKET _DAYS_,MEDIAN DAYS ON MARKET YOY ,NEW LISTINGS,NEW LISTINGS YOY ,ACTIVE LISTINGS,ACTIVE LISTINGS YOY ,PENDING SALES,PENDING SALES YOY 
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Riverton, IL",6,0,177500,18.33,9,-1000,5,-54.55,7,-41.67,4,-33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Mount Morris, IL",6,0,136250,-19.85,22,-3500,5,25,10,25,8,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lanark, IL",6,50,125675,21.43,30,-1700,5,-16.67,11,10,8,33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Manito, IL",6,20,143450,30.41,84,2700,5,-37.5,7,-50,6,-40
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Abingdon, IL",7,16.67,93000,-17.52,49,-2500,5,66.67,10,-16.67,7,75
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Marissa, IL",7,-12.5,98000,-12.85,119,4700,5,-16.67,14,7.69,7,-12.5
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Tremont, IL",7,-22.22,215000,-6.52,3,-4500,5,66.67,9,0,7,16.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Westlake Village, IL",7,40,307000,5.86,46,4100,5,0,10,42.86,8,14.29
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Prestbury, IL",8,0,417500,8.44,76,-3700,5,-50,11,-21.43,6,-14.29
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"El Paso, IL",8,60,158450,24.76,88,2450,5,-28.57,11,-8.33,9,50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Cairo, IL",NA,NA,NA,NA,NA,NA,5,66.67,6,100,1,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Sheffield, IL",NA,NA,NA,NA,NA,NA,5,150,7,0,4,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Mettawa, IL",NA,NA,NA,NA,NA,NA,5,150,8,100,4,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Western Springs, IL",29,3.57,855000,-2.29,47,-750,52,0,73,0,53,23.26
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hinsdale, IL",29,-23.68,1099000,15.99,41,-1600,52,-26.76,88,-22.12,45,-8.16
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Antioch, IL",33,-21.43,350000,-3.25,52,-500,52,-16.13,85,-13.27,49,-24.62
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bellwood, IL",34,3.03,250000,-1.19,113,2550,52,62.5,100,33.33,61,45.24
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lindenhurst, IL",37,-30.19,362000,6.5,41,-2950,52,-21.21,78,-32.76,46,-28.13
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Brookfield, IL",37,-22.92,420500,18.12,43,-1300,52,8.33,78,-7.14,50,-13.79
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"East Moline, IL",39,-36.07,185000,12.8,44,-500,52,-8.77,84,-13.4,53,-14.52
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Downs, IL",1,-75,356000,-3.06,37,-600,6,20,7,40,4,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Minier, IL",1,-85.71,285000,67.75,115,5300,6,20,7,-22.22,4,-42.86
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Milford, IL",1,-66.67,230000,318.18,150,9000,6,50,12,71.43,6,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Diamond, IL",1,-66.67,380000,52.61,155,9000,6,20,9,-18.18,5,-16.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Oregon, IL",11,37.5,185000,4.23,49,1250,6,-40,13,-31.58,12,33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Ford Heights, IL",2,-33.33,149950,13.6,51,-450,6,0,11,10,3,50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Westville, IL",2,-60,64000,-30.81,21,-2300,6,50,8,-33.33,7,40
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hebron, IL",2,0,192900,-42.42,127,7750,6,500,9,350,7,250
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Granville, IL",2,0,110000,44.74,20,-12300,6,200,7,16.67,5,25
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Monmouth, IL",2,NA,99000,NA,202,NA,6,-33.33,12,-20,4,33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Grandview, IL",3,-50,135900,28.27,85,5500,6,50,8,0,3,-25
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Oakwood Hills, IL",4,-20,475000,53.23,94,4350,6,-25,9,-30.77,7,-12.5
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Alexis, IL",4,NA,165000,NA,62,NA,6,100,8,100,5,150
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lewistown, IL",4,100,103000,202.94,41,-1700,6,0,11,-8.33,6,20
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Rome, IL",5,0,208000,36.84,10,-1700,6,200,8,60,6,20
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bushnell, IL",5,66.67,28000,-72,167,4700,6,100,12,-25,10,150
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Kirkland, IL",5,400,262000,34.36,43,-5300,6,-50,9,-30.77,7,16.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Mount Sterling, IL",5,-16.67,115000,-4.17,221,9850,6,50,11,-35.29,4,-42.86
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Colfax, IL",5,400,200000,0,47,-13800,6,20,9,50,5,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Crainville, IL",6,-45.45,275200,23.41,52,-4750,6,0,15,-28.57,6,-45.45
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lake Catherine, IL",6,-14.29,274450,12.02,52,-2750,6,20,9,-30.77,7,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Madison, IL",6,-14.29,40250,120.55,112,9100,6,-25,14,-22.22,9,-18.18
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bethany, IL",6,100,137750,-26.73,33,-300,6,200,13,116.67,10,150
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Limestone, IL",6,20,178500,-22.39,34,-1950,6,20,9,12.5,7,75
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Dwight, IL",7,-41.67,190000,-1.94,85,-1600,6,-25,15,-28.57,7,-53.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hamilton, IL",7,0,93000,-20.03,107,4700,6,-25,17,-29.17,4,-66.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Virden, IL",8,-20,156250,9.65,61,4300,6,-66.67,12,-45.45,9,-25
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Pecatonica, IL",8,100,197000,14.53,20,-2600,6,20,8,14.29,6,20
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Ridgewood, IL",NA,NA,NA,NA,NA,NA,6,100,6,-14.29,3,-50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Fairmont, IL",NA,NA,NA,NA,NA,NA,6,100,7,-22.22,3,-40
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Mason City, IL",1,-88.89,76000,-15.56,11,-4300,7,-22.22,8,-38.46,3,-62.5
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Vienna, IL",1,-50,390000,252.94,57,-2550,7,250,9,28.57,2,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Warsaw, IL",10,900,95000,58.33,154,-13800,7,40,21,162.5,9,200
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Coal Valley, IL",11,37.5,265000,8.27,56,3300,7,40,16,77.78,13,160
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Waterman, IL",2,-66.67,330000,28.65,77,-3150,7,133.33,16,60,5,66.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Atwood, IL",2,-33.33,51500,-37.2,304,30000,7,133.33,8,60,5,66.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Willowbrook, IL",2,-33.33,246750,-25.45,40,-15200,7,75,15,200,9,200
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Grant Park, IL",3,50,185000,-39.89,116,-8750,7,600,12,500,6,200
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Casey, IL",3,-50,130000,58.54,196,8000,7,-12.5,12,-33.33,8,14.29
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"North Utica, IL",3,-57.14,190000,8.57,54,-1000,7,40,14,-6.67,7,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Williamsville, IL",4,100,185050,-41.39,83,5650,7,75,9,28.57,4,33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Channel Lake, IL",4,-60,289500,25.6,282,22700,7,-36.36,14,-39.13,8,-33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Oglesby, IL",4,300,132250,-52.68,43,950,7,40,12,100,7,40
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Atlanta, IL",4,100,169500,18.32,30,1950,7,75,7,16.67,4,-20
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Stone Park, IL",4,-20,384620,13.46,84,2000,7,0,14,0,8,14.29
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"South Roxana, IL",4,-60,85000,-13.13,19,-1400,7,16.67,8,-42.86,4,-60
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Philo, IL",5,NA,195000,NA,70,NA,7,600,10,400,8,700
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Carmi, IL",5,400,92000,26.03,48,-12300,7,600,14,55.56,4,300
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"South Chicago Heights, IL",5,25,148000,-9.2,44,-5300,7,-30,13,-23.53,4,-55.56
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Flanagan, IL",5,-37.5,155000,67.12,164,10950,7,75,13,18.18,8,60
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Crystal Lawns, IL",6,50,320000,5.79,56,-550,7,16.67,10,25,5,-16.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hanna City, IL",6,100,157500,-21.25,52,-450,7,75,8,33.33,7,40
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Sesser, IL",6,50,122250,134.48,73,3950,7,-30,12,-42.86,8,14.29
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Smithton, IL",7,-41.67,265000,26.79,42,-1150,7,0,11,-31.25,7,-53.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Georgetown, IL",7,40,114000,39.88,43,-100,7,250,14,55.56,10,233.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Chicago Heights, IL",44,-26.67,179000,0.85,68,-2350,76,-10.59,152,-19.15,76,-22.45
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Burbank, IL",44,-2.22,309750,-4.69,61,-450,76,31.03,124,13.76,69,16.95
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"South Elgin, IL",51,34.21,350000,24.11,44,-600,76,35.71,118,40.48,74,27.59
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"New Lenox, IL",55,-16.67,460007,3.97,66,-750,76,-20.83,129,-23.21,79,-4.82
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Batavia, IL",58,-9.38,480000,16.22,43,50,76,-3.8,124,2.48,76,5.56
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"East Peoria, IL",59,9.26,160000,4.07,26,200,76,28.81,102,7.37,81,17.39
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Wayne, IL",1,-87.5,1900000,184.64,125,6850,8,-27.27,12,-25,5,-37.5
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Apple Canyon Lake, IL",1,-83.33,90000,-61.37,2,-17250,8,14.29,12,-29.41,5,-54.55
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Havana, IL",1,-80,35000,-53.95,14,-400,8,-27.27,16,-5.88,5,-44.44
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Delavan, IL",1,-66.67,135000,54.29,99,500,8,100,8,-27.27,3,-57.14
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Preston Heights, IL",11,83.33,209000,-11.04,92,3400,8,33.33,17,21.43,13,160
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Long Lake, IL",2,-77.78,298500,14.81,51,-450,8,-27.27,12,-33.33,6,-45.45
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Southern View, IL",3,-25,145000,24.46,1,50,8,33.33,8,0,8,33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Fisher, IL",3,-57.14,220000,22.91,21,-4600,8,-20,11,-45,5,-28.57
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Somonauk, IL",3,-40,252000,-14.58,43,-4400,8,60,16,100,10,42.86
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Tolono, IL",4,-33.33,198500,-17.98,60,-2300,8,100,13,62.5,7,75
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Gillespie, IL",4,-33.33,150000,-2.05,94,2000,8,-11.11,16,-11.11,8,-20
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Eldorado, IL",4,300,70750,20.43,81,4600,8,0,15,15.38,5,25
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Stockton, IL",5,150,160000,71.12,5,-5200,8,33.33,12,9.09,6,200
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Dunlap, IL",5,66.67,241000,183.53,4,-2700,8,33.33,9,12.5,5,-16.67
